S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT,BA,VOLUME,AGB.kg,AGB.tons,AGB.kg.ha,AGB.tons.ha,AGC.kg,AGC.tons,AGC.kg.ha,AGC.tons.ha,VOL.m3.ha,LIVE.CROWN.LEAVES,TREE.BRANCHES,TREE.BARK,TREE.STEM,FOLIAGE.BIOMASS,FOLIAGE_LEAVES
1556,Cherry,Prunus avium,32.9,73.1,6.1,0.72,1,P5,0.419686148,13.80767427,6425.715556,6.425715556,1713.524148,1.713524148,3020.086311,3.020086311,456.9397729,0.456939773,3.682046472,189.8605828,843.1746442,492.8787978,-2.479021107,90.11453612,845.6493564
1557,Pine,Pinus sylvestris,28.2,44.1,3.6,0.45,1,P5,0.15274502,4.30740957,1302.979953,1.302979953,347.4613209,0.347461321,612.4005781,0.612400578,92.65635224,0.092656352,1.148642552,291.725188,846.4090231,107.6723111,269.0757282,27.93389916,421.4641966
1558,Maple,Acer saccharum,28.2,63,8.5,0.71,1,P5,0.311724531,8.790631776,4079.426332,4.079426332,1087.847022,1.087847022,1917.330376,1.917330376,290.0925391,0.290092539,2.344168474,95.76586964,450.9535092,345.5768658,-218.7039791,101.3446712,865.3536402
1559,Maple,Acer saccharum,29.1,68.4,5.8,0.71,1,P5,0.367453243,10.69288938,4938.923284,4.938923284,1317.046209,1.317046209,2321.293944,2.321293944,351.2123224,0.351212322,2.851437167,488.8847824,324.5105212,120.3964178,714.0547351,124.6188327,311.1498824
1560,Willow,Salix alba,20.8,53.1,7.5,0.47,1,P5,0.221451652,4.606194352,1451.432668,1.451432668,387.0487114,0.387048711,682.1733539,0.682173354,103.2129897,0.10321299,1.228318494,260.0097529,249.3093699,447.6062701,144.5022613,148.1782568,886.3893084
1561,Poplar,Populus tremula,22.7,58.9,6.4,0.42,1,P5,0.272471116,6.185094339,1734.014256,1.734014256,462.4038016,0.462403802,814.9867004,0.8149867,123.3076804,0.12330768,1.64935849,198.5968367,119.1912438,108.5567389,1739.840049,26.94158725,360.0922951
1562,Pine,Pinus sylvestris,34.8,54.4,5.6,0.45,1,P5,0.232427591,8.088480163,2410.02125,2.41002125,642.6723334,0.642672333,1132.709988,1.132709988,171.3792889,0.171379289,2.156928043,121.0388877,164.9474152,124.5003221,358.058704,83.21665985,710.9317312
1563,Larch,Larix decidua,21,40.8,3.2,0.59,1,P5,0.13074052,2.745550917,1093.607041,1.093607041,291.6285442,0.291628544,513.9953092,0.513995309,77.76761179,0.077767612,0.732146911,416.4691111,128.0741366,299.0286192,1391.451827,105.5687618,497.8105021
1564,Spruce,Picea abies,24.7,50,5.5,0.43,1,P5,0.196349541,4.849833659,1399.400265,1.399400265,373.1734039,0.373173404,657.7181244,0.657718124,99.51290771,0.099512908,1.293288976,81.71705481,985.8581335,416.8386216,1256.535866,60.12300505,89.76176047
1565,Cypress,Cupressus sempervirens,24.5,54.4,4.4,0.47,1,P5,0.232427591,5.694475977,1785.244584,1.785244584,476.0652223,0.476065222,839.0649543,0.839064954,126.9507259,0.126950726,1.518526927,396.6329372,979.4370428,250.9071901,1163.305154,68.99999244,711.2555976
1566,Redwood,Sequoia sempervirens,30.6,60.1,8.6,0.48,1,P5,0.283686602,8.680810022,2750.005697,2.750005697,733.3348525,0.733334852,1292.502677,1.292502677,195.5559607,0.195555961,2.314882672,465.2237435,173.1339514,236.6987355,503.8124241,189.1385916,763.6380653
1567,Spruce,Picea abies,24.1,63.7,7.7,0.43,1,P5,0.318690227,7.680434479,2191.841181,2.191841181,584.4909816,0.584490982,1030.165355,1.030165355,155.8642618,0.155864262,2.048115861,224.312039,391.0739903,79.90456667,578.6937226,41.13897706,371.0639322
1568,Locust,Robinia pseudoacacia,20.4,47.6,4.6,0.69,1,P5,0.177952374,3.630228435,1673.476399,1.673476399,446.2603731,0.446260373,786.5339075,0.786533908,119.0027662,0.119002766,0.968060916,431.179596,778.297807,483.2065422,837.297163,74.40740902,908.5554857
1569,Cedar,Cedrus libani,21.7,44.9,6,0.56,1,P5,0.158337055,3.435914097,1293.648045,1.293648045,344.9728119,0.344972812,608.014581,0.608014581,91.99274985,0.09199275,0.916243759,162.3637417,508.1669632,39.04074855,1233.726106,18.2621965,229.2687961
1570,Larch,Larix decidua,20.4,50.5,6.4,0.59,1,P5,0.200296167,4.086041799,1612.094295,1.612094295,429.891812,0.429891812,757.6843187,0.757684319,114.6378165,0.114637817,1.089611146,199.3490447,172.4331429,184.3123266,1680.300843,26.56701468,345.3474092
1571,Larch,Larix decidua,31.5,73.3,7.2,0.59,1,P5,0.421985794,13.29255251,5098.010042,5.098010042,1359.469344,1.359469344,2396.06472,2.39606472,362.5251585,0.362525159,3.544680668,408.8540669,822.3177987,52.3020155,300.6146462,126.3748791,725.4148481
1572,Magnolia,Magnolia grandiflora,24.4,64.3,4.4,0.6,1,P5,0.324722085,7.92321888,3127.598342,3.127598342,834.0262246,0.834026225,1469.971221,1.469971221,222.4069932,0.222406993,2.112858368,98.13015978,818.8396911,304.7137256,1585.318516,86.90525345,269.7429423
1573,Maple,Acer saccharum,23,57.8,7.5,0.71,1,P5,0.26238896,6.03494608,2826.003667,2.826003667,753.600978,0.753600978,1328.221724,1.328221724,200.9602608,0.200960261,1.609318955,229.5989882,703.5431233,147.6322472,902.9434382,120.7008827,767.9193863
1574,Ash,Fraxinus excelsior,28.5,47.2,9,0.67,1,P5,0.174974144,4.986763116,2216.804714,2.216804714,591.1479238,0.591147924,1041.898216,1.041898216,157.6394464,0.157639446,1.329803498,181.9472807,165.992254,76.7541527,329.1761278,16.99743579,653.999072
1575,Poplar,Populus tremula,34.8,64.7,11.3,0.42,1,P5,0.32877474,11.44136094,3160.624262,3.160624262,842.8331366,0.842833137,1485.493403,1.485493403,224.7555031,0.224755503,3.051029585,140.6830085,345.5968985,335.4294004,525.5873681,92.99646064,340.0795113
1576,Oak,Quercus robur,25.8,47.9,9.5,0.7,1,P5,0.18020254,4.649225532,2160.660371,2.160660371,576.1760989,0.576176099,1015.510374,1.015510374,153.6469597,0.15364696,1.239793475,19.83094109,428.297836,270.6524674,-163.6564222,96.25377037,395.2232083
1577,Spruce,Picea abies,22.7,52.6,4.9,0.43,1,P5,0.217300822,4.932728665,1422.740473,1.422740473,379.3974594,0.379397459,668.6880222,0.668688022,101.1726558,0.101172656,1.315394311,215.919305,501.6444619,291.7844965,291.9373162,54.19025478,195.1718951
1578,Birch,Betula pendula,26.9,42.4,3.1,0.67,1,P5,0.14119574,3.798165412,1699.497183,1.699497183,453.1992488,0.453199249,798.7636759,0.798763676,120.853133,0.120853133,1.01284411,45.12921606,50.3003611,267.8810298,-58.68215702,29.21539017,944.9646804
1579,Cypress,Cupressus sempervirens,23.6,44.5,6.6,0.47,1,P5,0.155528471,3.670471923,1162.902837,1.162902837,310.1074231,0.310107423,546.5643332,0.546564333,82.69531283,0.082695313,0.978792513,48.15301859,677.2655819,33.14133007,1530.235473,82.25241653,80.06401054
1580,Hemlock,Tsuga canadensis,24,50.8,5.4,0.45,1,P5,0.202682992,4.864391799,1467.177357,1.467177357,391.2472953,0.391247295,689.5733579,0.689573358,104.3326121,0.104332612,1.297171146,434.3159821,732.4241806,192.8379125,211.4878692,160.1949017,835.1500419
1581,Walnut,Juglans regia,28.2,62.4,4.6,0.61,1,P5,0.305815195,8.623988507,3452.553619,3.452553619,920.680965,0.920680965,1622.700201,1.622700201,245.514924,0.245514924,2.299730268,257.095377,174.7906488,299.8977707,904.6148886,39.4229753,161.0115282
1582,Spruce,Picea abies,26.2,58.9,6.9,0.43,1,P5,0.272471116,7.138743246,2040.832645,2.040832645,544.2220387,0.544222039,959.1913432,0.959191343,145.125877,0.145125877,1.903664865,365.3661691,374.6164371,287.349968,113.5290734,60.52762253,266.0078631
1583,Yew,Taxus baccata,39.9,66.5,5.9,0.64,1,P5,0.347322703,13.85817584,5748.362091,5.748362091,1532.896558,1.532896558,2701.730183,2.701730183,408.7724154,0.408772415,3.695513558,219.2623676,962.9177992,201.7702696,1362.00205,170.0908333,545.8136693
1584,Oak,Quercus robur,20.8,45.9,7.3,0.7,1,P5,0.16546847,3.441744186,1611.086759,1.611086759,429.6231358,0.429623136,757.2107768,0.757210777,114.5661695,0.11456617,0.917798449,123.7757368,645.6299586,177.5218131,284.0327902,106.0042646,378.1356761
1585,Fir,Abies alba,26.9,64.4,4.4,0.42,1,P5,0.325732893,8.762214813,2436.070261,2.436070261,649.6187362,0.649618736,1144.953023,1.144953023,173.231663,0.173231663,2.336590617,186.3865584,928.403882,373.157626,213.2347988,113.8186157,113.241821
1586,Willow,Salix alba,22.1,40.3,8.1,0.47,1,P5,0.12755573,2.81898164,898.8037646,0.898803765,239.6810039,0.239681004,422.4377693,0.422437769,63.91493437,0.063914934,0.751728437,396.8383757,574.6080946,406.486042,405.1561579,95.00769837,704.6805901
1587,Magnolia,Magnolia grandiflora,25.5,62.7,4.8,0.6,1,P5,0.308762795,7.873451262,3108.423191,3.108423191,828.9128509,0.828912851,1460.9589,1.4609589,221.0434269,0.221043427,2.099587003,255.9570417,147.9322962,58.68362542,381.6381879,128.7162288,816.5154679
1588,Fir,Abies alba,23.3,54.2,5,0.42,1,P5,0.230721706,5.375815751,1512.210878,1.512210878,403.2562342,0.403256234,710.7391128,0.710739113,107.5349958,0.107534996,1.433550867,368.8584286,143.4651237,371.7277038,1420.964384,95.05763146,914.1436742
1589,Maple,Acer saccharum,34.1,74.3,11.8,0.71,1,P5,0.433578271,14.78501903,6776.128777,6.776128777,1806.967674,1.806967674,3184.780525,3.184780525,481.8580463,0.481858046,3.942671742,203.1383024,321.7554997,287.1001056,96.55707992,124.0559829,766.6856467
1590,Locust,Robinia pseudoacacia,27.1,50.2,6.1,0.69,1,P5,0.197923479,5.363726275,2449.533936,2.449533936,653.2090495,0.65320905,1151.28095,1.15128095,174.1890799,0.17418908,1.430327007,362.1220654,401.5733789,381.1318617,463.0436785,149.5655043,422.4945977
1591,Pine,Pinus sylvestris,38.2,83.8,12.5,0.45,1,P5,0.551541148,21.06887185,6135.029343,6.135029343,1636.007825,1.636007825,2883.463791,2.883463791,436.2687533,0.436268753,5.618365826,149.4685262,264.3870917,68.47215153,1010.241413,113.6023199,992.9704322
1592,Maple,Acer saccharum,22.6,53.2,3.2,0.71,1,P5,0.22228653,5.023675573,2362.83043,2.36283043,630.0881148,0.630088115,1110.530302,1.110530302,168.0234973,0.168023497,1.33964682,119.5770666,217.3320605,30.0864042,1040.840189,189.0601497,838.0421718
1593,Cypress,Cupressus sempervirens,30.6,43.1,4.5,0.47,1,P5,0.145896348,4.464428256,1407.817363,1.407817363,375.4179635,0.375417963,661.6741606,0.661674161,100.1114569,0.100111457,1.190514202,347.6298703,853.4106124,398.6781558,-122.2547632,54.0071654,689.3832155
1594,Cedar,Cedrus libani,28.5,59.1,9.7,0.56,1,P5,0.274324656,7.818252693,2886.116945,2.886116945,769.6311853,0.769631185,1356.474964,1.356474964,205.2349827,0.205234983,2.084867385,243.8525583,578.9505014,141.6494653,1803.320603,199.7291132,607.2265738
1595,Redwood,Sequoia sempervirens,25.9,43.7,4.1,0.48,1,P5,0.149986702,3.884655578,1254.604516,1.254604516,334.5612044,0.334561204,589.6641227,0.589664123,89.21632117,0.089216321,1.035908154,276.4473459,516.3133862,237.9357133,58.10127248,169.3723853,704.5058066
1596,Larch,Larix decidua,27.9,42.4,4.7,0.59,1,P5,0.14119574,3.939361152,1555.587634,1.555587634,414.823369,0.414823369,731.1261879,0.731126188,110.6195651,0.110619565,1.050496307,367.3267226,716.4254872,44.80846945,67.82535271,20.24556918,777.6084335
1597,Yew,Taxus baccata,21.6,47.1,5,0.64,1,P5,0.174233514,3.763443902,1610.684171,1.610684171,429.5157789,0.429515779,757.0215604,0.75702156,114.537541,0.114537541,1.00358504,114.8552291,334.1830648,481.418834,900.5079952,49.61332731,104.6730501
1598,Beech,Fagus sylvatica,33.6,87.1,11.7,0.67,1,P5,0.595835248,20.02006434,8607.690539,8.607690539,2295.384144,2.295384144,4045.614553,4.045614553,612.1024383,0.612102438,5.338683823,218.2104498,341.8519492,249.8021905,1715.966334,185.4212243,478.7145651
1599,Cherry,Prunus avium,44.8,59.7,16.6,0.72,1,P5,0.279922974,12.54054924,5849.5279,5.8495279,1559.874107,1.559874107,2749.278113,2.749278113,415.9664285,0.415966428,3.344146463,488.145127,848.3906747,309.6139981,228.7539667,192.9936388,421.2295552
1600,Birch,Betula pendula,26.4,41.1,11.1,0.67,1,P5,0.132670243,3.502494419,1570.249778,1.570249778,418.733274,0.418733274,738.0173955,0.738017396,111.6622064,0.111662206,0.933998512,232.6799741,501.2138602,426.2981248,1347.066569,187.2658997,403.4399467
1601,Larch,Larix decidua,20.1,41.7,6.6,0.59,1,P5,0.136572101,2.745099235,1093.431444,1.093431444,291.5817185,0.291581718,513.9127788,0.513912779,77.75512493,0.077755125,0.732026463,387.9220307,576.6575984,410.44411,1137.377778,87.38469049,58.45294008
1602,Larch,Larix decidua,27.3,42.9,7.7,0.59,1,P5,0.144545463,3.946091151,1558.181363,1.558181363,415.51503,0.41551503,732.3452404,0.73234524,110.804008,0.110804008,1.052290973,182.371394,700.0492477,362.5119803,121.4737279,26.51304162,685.3440962
1603,Walnut,Juglans regia,24.9,42.8,6.1,0.61,1,P5,0.143872377,3.582422191,1464.757678,1.464757678,390.6020474,0.390602047,688.4361085,0.688436108,104.160546,0.104160546,0.955312584,280.6284209,651.6918346,368.7935524,508.3260547,128.4531727,925.0166853
1604,Oak,Quercus robur,28.7,51.4,3.9,0.7,1,P5,0.207499053,5.955222826,2751.208412,2.751208412,733.6555767,0.733655577,1293.067954,1.293067954,195.6414871,0.195641487,1.58805942,278.5778662,653.7404809,254.5255131,1335.764568,184.3026498,732.20797
1605,Hemlock,Tsuga canadensis,33.8,72.4,11.6,0.45,1,P5,0.411686868,13.91501613,4092.445065,4.092445065,1091.318684,1.091318684,1923.449181,1.923449181,291.0183157,0.291018316,3.710670968,331.7115991,737.3592127,386.4966153,726.6265443,62.1037355,330.8504136
1606,Poplar,Populus tremula,20.9,51.5,3.5,0.42,1,P5,0.208307228,4.353621063,1230.883239,1.230883239,328.2355305,0.32823553,578.5151224,0.578515122,87.52947479,0.087529475,1.160965617,474.106011,511.6846106,320.4801435,1395.049418,134.1183502,143.508734
1607,Cherry,Prunus avium,46.6,95.9,9.8,0.72,1,P5,0.722315768,33.6599148,15332.96543,15.33296543,4088.790782,4.088790782,7206.493754,7.206493754,1090.344209,1.090344209,8.975977281,140.8405631,212.6108296,127.8070327,584.2453692,32.06122259,214.3361124
1608,Yew,Taxus baccata,24.9,60.7,9.1,0.64,1,P5,0.289379168,7.205541281,3036.138693,3.036138693,809.6369848,0.809636985,1426.985186,1.426985186,215.903196,0.215903196,1.921477675,323.7999509,257.9448501,205.052709,685.1834,112.3750297,962.3941791
1609,Poplar,Populus tremula,38.7,68.5,9.5,0.42,1,P5,0.368528453,14.26205114,3919.04517,3.91904517,1045.078712,1.045078712,1841.95123,1.84195123,278.6876565,0.278687657,3.803213637,495.9483095,736.9446913,61.04587439,745.1303236,190.580027,132.6869159
1610,Locust,Robinia pseudoacacia,24.5,50.2,10.9,0.69,1,P5,0.197923479,4.84912523,2219.890389,2.219890389,591.9707705,0.59197077,1043.348483,1.043348483,157.8588721,0.157858872,1.293100061,99.78100026,323.0850801,150.2155227,944.2377709,169.6694659,135.0312088
1611,Hemlock,Tsuga canadensis,32.2,61.9,7.2,0.45,1,P5,0.300933946,9.690073051,2874.735919,2.874735919,766.596245,0.766596245,1351.125882,1.351125882,204.4256653,0.204425665,2.58401948,425.0604779,564.6580188,375.5133591,1432.321029,121.6823444,367.1337264
1612,Beech,Fagus sylvatica,32.4,55.4,5.3,0.67,1,P5,0.241051263,7.810060912,3434.686178,3.434686178,915.9163141,0.915916314,1614.302504,1.614302504,244.2443504,0.24424435,2.08268291,130.2191104,365.0123992,325.2602399,1318.331941,54.01915947,562.9553922
1613,Cedar,Cedrus libani,22.3,65.1,3.8,0.56,1,P5,0.332852527,7.422611353,2743.482628,2.743482628,731.5953676,0.731595368,1289.436835,1.289436835,195.092098,0.195092098,1.979363028,162.5048121,362.436971,478.7551123,1384.591032,181.0268259,764.9148133
1614,Spruce,Picea abies,22.6,54.9,6.1,0.43,1,P5,0.236719792,5.349867296,1540.051804,1.540051804,410.6804811,0.410680481,723.8243479,0.723824348,109.514795,0.109514795,1.426631279,45.36723409,338.5795012,55.32452744,449.4455842,27.77184044,487.9805025
1615,Yew,Taxus baccata,26.4,53.1,3.9,0.64,1,P5,0.221451652,5.846323601,2475.806259,2.475806259,660.2150025,0.660215003,1163.628942,1.163628942,176.057334,0.176057334,1.559019627,36.51850793,483.2254073,413.4766516,-112.3482185,55.57846719,351.043175
1616,Beech,Fagus sylvatica,34.1,68.3,11,0.67,1,P5,0.366379604,12.49354449,5432.773001,5.432773001,1448.739467,1.448739467,2553.40331,2.55340331,386.3305245,0.386330524,3.331611864,311.5234124,291.7904629,463.2959321,-275.0294846,30.32753331,349.6953251
1617,Pine,Pinus sylvestris,27.3,43.3,6.1,0.45,1,P5,0.147253516,4.020020994,1218.062561,1.218062561,324.8166831,0.324816683,572.4894039,0.572489404,86.61778215,0.086617782,1.072005598,36.64370953,82.38224606,309.9045359,1065.420638,161.8496099,527.6619902
1618,Pine,Pinus sylvestris,28.2,53.8,7.8,0.45,1,P5,0.227328786,6.410671765,1920.7932,1.9207932,512.2115199,0.51221152,902.7728039,0.902772804,136.5897386,0.136589739,1.709512471,163.3510862,575.0091886,378.0321708,895.0355742,131.9966337,305.1265012
1619,Willow,Salix alba,27.2,70.6,6,0.47,1,P5,0.391470719,10.64800356,3288.429991,3.288429991,876.9146642,0.876914664,1545.562096,1.545562096,233.8439105,0.23384391,2.839467615,88.44606476,695.236337,344.647155,178.4361374,94.97441821,113.7375774
1620,Magnolia,Magnolia grandiflora,20.4,40.7,4.4,0.6,1,P5,0.13010042,2.654048576,1075.518821,1.075518821,286.805019,0.286805019,505.493846,0.505493846,76.4813384,0.076481338,0.707746287,487.5581919,997.1327218,399.9610033,1421.26275,21.51645214,308.6434603
1621,Spruce,Picea abies,26.5,56.4,3.2,0.43,1,P5,0.249832014,6.620548376,1896.116689,1.896116689,505.6311171,0.505631117,891.1748439,0.891174844,134.8349646,0.134834965,1.765479567,88.49707375,543.7290838,30.55920087,759.7158296,166.0011691,188.3944159
1622,Redwood,Sequoia sempervirens,53.6,98.3,16.9,0.48,1,P5,0.758921606,40.67819808,12417.54703,12.41754703,3311.345874,3.311345874,5836.247103,5.836247103,883.0255665,0.883025566,10.84751949,147.7801253,120.6217955,294.4875903,1423.992821,144.9654437,600.0808454
1623,Cherry,Prunus avium,23.1,60.4,6.6,0.72,1,P5,0.286525816,6.618746358,3135.024775,3.135024775,836.0066068,0.836006607,1473.461644,1.473461644,222.9350951,0.222935095,1.764999029,385.3178649,425.8672504,301.4293062,1549.999118,28.96889424,372.7125339
1624,Locust,Robinia pseudoacacia,31.4,70.6,9.3,0.69,1,P5,0.391470719,12.29218058,5503.030119,5.503030119,1467.474698,1.467474698,2586.424156,2.586424156,391.3265862,0.391326586,3.27791482,291.9251848,963.1929693,55.46011489,61.84378048,99.86017031,743.644722
1625,Maple,Acer saccharum,20.5,52.7,4.3,0.71,1,P5,0.218127847,4.471620854,2109.061781,2.109061781,562.4164751,0.562416475,991.2590373,0.991259037,149.9777267,0.149977727,1.192432228,27.53139011,408.4539124,285.6595653,1146.388587,129.5238547,631.3100286
1626,Larch,Larix decidua,20.1,48.7,5.7,0.59,1,P5,0.186272097,3.74406915,1480.275366,1.480275366,394.7400976,0.394740098,695.7294221,0.695729422,105.264026,0.105264026,0.99841844,42.14864635,52.02051166,93.39401551,1724.796127,151.5138537,171.2013301
1627,Redwood,Sequoia sempervirens,32.3,46.2,4.7,0.48,1,P5,0.167638526,5.414724376,1734.879479,1.734879479,462.6345277,0.462634528,815.3933551,0.815393355,123.3692074,0.123369207,1.4439265,304.1706998,297.0138219,196.7602038,-75.03443105,82.10972027,606.7273099
1628,Fir,Abies alba,36.6,81.1,7.5,0.42,1,P5,0.516572865,18.90656687,5160.272289,5.160272289,1376.07261,1.37607261,2425.327976,2.425327976,366.9526961,0.366952696,5.041751167,256.840197,839.5112201,301.1589445,329.4167167,31.13705127,371.6548836
1629,Oak,Quercus robur,25.2,41.3,4.3,0.7,1,P5,0.133964579,3.375907399,1581.001128,1.581001128,421.6003009,0.421600301,743.0705304,0.74307053,112.4267469,0.112426747,0.900241973,320.3448003,686.8476975,333.6748857,450.6695303,149.1655508,892.5811705
1630,Willow,Salix alba,24.9,59.1,7.6,0.47,1,P5,0.274324656,6.830683932,2132.121252,2.132121252,568.5656672,0.568565667,1002.096988,1.002096988,151.6175112,0.151617511,1.821515715,405.3415399,405.222654,95.94823129,613.0144913,138.7527696,846.8518308
1631,Cypress,Cupressus sempervirens,35.7,82.9,13.4,0.47,1,P5,0.539757819,19.26935415,5866.852858,5.866852858,1564.494095,1.564494095,2757.420843,2.757420843,417.1984254,0.417198425,5.138494439,200.161749,848.1837403,315.4171786,1129.01138,131.3343185,538.7500139
1632,Birch,Betula pendula,27.4,45.2,5,0.67,1,P5,0.160459986,4.396603627,1960.373602,1.960373602,522.7662938,0.522766294,921.3755929,0.921375593,139.404345,0.139404345,1.172427634,151.6652691,929.2556426,144.147991,1551.338258,67.46505861,153.413083
1633,Fir,Abies alba,31.7,49.8,12.5,0.42,1,P5,0.194781886,6.17458579,1731.138793,1.731138793,461.6370115,0.461637012,813.6352329,0.813635233,123.1032031,0.123103203,1.646556211,129.0477066,707.59607,324.4427421,831.8134591,26.37368553,361.2327079
1634,Maple,Acer saccharum,28.4,72.2,6.1,0.71,1,P5,0.409415496,11.62740009,5359.774549,5.359774549,1429.273213,1.429273213,2519.094038,2.519094038,381.1395235,0.381139523,3.100640025,258.3127747,322.077799,378.4699122,1496.143148,38.62980211,904.9245543
