,S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
1580,1580,Hemlock,Tsuga canadensis,24,50.8,5.4,0.45,1,P5
1581,1581,Walnut,Juglans regia,28.2,62.4,4.6,0.61,1,P5
1583,1583,Yew,Taxus baccata,39.9,66.5,5.9,0.64,1,P5
1584,1584,Oak,Quercus robur,20.8,45.9,7.3,0.7,1,P5
1585,1585,Fir,Abies alba,26.9,64.4,4.4,0.42,1,P5
1586,1586,Willow,Salix alba,22.1,40.3,8.1,0.47,1,P5
1587,1587,Magnolia,Magnolia grandiflora,25.5,62.7,4.8,0.6,1,P5
1589,1589,Maple,Acer saccharum,34.1,74.3,11.8,0.71,1,P5
1590,1590,Locust,Robinia pseudoacacia,27.1,50.2,6.1,0.69,1,P5
1592,1592,Maple,Acer saccharum,22.6,53.2,3.2,0.71,1,P5
1593,1593,Cypress,Cupressus sempervirens,30.6,43.1,4.5,0.47,1,P5
1594,1594,Cedar,Cedrus libani,28.5,59.1,9.7,0.56,1,P5
1595,1595,Redwood,Sequoia sempervirens,25.9,43.7,4.1,0.48,1,P5
1596,1596,Larch,Larix decidua,27.9,42.4,4.7,0.59,1,P5
1598,1598,Beech,Fagus sylvatica,33.6,87.1,11.7,0.67,1,P5
1599,1599,Cherry,Prunus avium,44.8,59.7,16.6,0.72,1,P5
1601,1601,Larch,Larix decidua,20.1,41.7,6.6,0.59,1,P5
1602,1602,Larch,Larix decidua,27.3,42.9,7.7,0.59,1,P5
1603,1603,Walnut,Juglans regia,24.9,42.8,6.1,0.61,1,P5
1604,1604,Oak,Quercus robur,28.7,51.4,3.9,0.7,1,P5
1605,1605,Hemlock,Tsuga canadensis,33.8,72.4,11.6,0.45,1,P5
1607,1607,Cherry,Prunus avium,46.6,95.9,9.8,0.72,1,P5
1608,1608,Yew,Taxus baccata,24.9,60.7,9.1,0.64,1,P5
1610,1610,Locust,Robinia pseudoacacia,24.5,50.2,10.9,0.69,1,P5
1611,1611,Hemlock,Tsuga canadensis,32.2,61.9,7.2,0.45,1,P5
1612,1612,Beech,Fagus sylvatica,32.4,55.4,5.3,0.67,1,P5
1613,1613,Cedar,Cedrus libani,22.3,65.1,3.8,0.56,1,P5
1614,1614,Spruce,Picea abies,22.6,54.9,6.1,0.43,1,P5
1616,1616,Beech,Fagus sylvatica,34.1,68.3,11,0.67,1,P5
1617,1617,Pine,Pinus sylvestris,27.3,43.3,6.1,0.45,1,P5
1619,1619,Willow,Salix alba,27.2,70.6,6,0.47,1,P5
1620,1620,Magnolia,Magnolia grandiflora,20.4,40.7,4.4,0.6,1,P5
1621,1621,Spruce,Picea abies,26.5,56.4,3.2,0.43,1,P5
1622,1622,Redwood,Sequoia sempervirens,53.6,98.3,16.9,0.48,1,P5
1623,1623,Cherry,Prunus avium,23.1,60.4,6.6,0.72,1,P5
1625,1625,Maple,Acer saccharum,20.5,52.7,4.3,0.71,1,P5
1626,1626,Larch,Larix decidua,20.1,48.7,5.7,0.59,1,P5
1628,1628,Fir,Abies alba,36.6,81.1,7.5,0.42,1,P5
1629,1629,Oak,Quercus robur,25.2,41.3,4.3,0.7,1,P5
1630,1630,Willow,Salix alba,24.9,59.1,7.6,0.47,1,P5
1631,1631,Cypress,Cupressus sempervirens,35.7,82.9,13.4,0.47,1,P5
1632,1632,Birch,Betula pendula,27.4,45.2,5,0.67,1,P5
1634,1634,Maple,Acer saccharum,28.4,72.2,6.1,0.71,1,P5
1635,1635,Fir,Abies alba,22.3,44.7,5.3,0.42,1,P5
1637,1637,Magnolia,Magnolia grandiflora,33.3,63,9.5,0.6,1,P5
1638,1638,Redwood,Sequoia sempervirens,35.4,63.3,4.8,0.48,1,P5
1639,1639,Oak,Quercus robur,33.6,58.9,3.8,0.7,1,P5
1640,1640,Yew,Taxus baccata,23.6,47.8,5.1,0.64,1,P5
1641,1641,Locust,Robinia pseudoacacia,35.9,55.1,8.1,0.69,1,P5
1643,1643,Magnolia,Magnolia grandiflora,38.1,59.7,11.2,0.6,1,P5
1644,1644,Walnut,Juglans regia,34.9,60.4,10.4,0.61,1,P5
1646,1646,Fir,Abies alba,26.5,40.1,7.6,0.42,1,P5
1647,1647,Birch,Betula pendula,39.6,78.9,9.4,0.67,1,P5
1648,1648,Walnut,Juglans regia,32.6,51.7,10,0.61,1,P5
1649,1649,Locust,Robinia pseudoacacia,28.3,63.3,6.2,0.69,1,P5
1650,1650,Pine,Pinus sylvestris,20.4,56.6,3.3,0.45,1,P5
1652,1652,Locust,Robinia pseudoacacia,23.2,40.3,3.9,0.69,1,P5
1653,1653,Hemlock,Tsuga canadensis,38,57,9.1,0.45,1,P5
1655,1655,Ash,Fraxinus excelsior,25,50.1,9.3,0.67,1,P5
1656,1656,Beech,Fagus sylvatica,30.3,78.3,9.7,0.67,1,P5
1657,1657,Spruce,Picea abies,26.9,55.7,7,0.43,1,P5
1658,1658,Locust,Robinia pseudoacacia,23.4,53.6,5.1,0.69,1,P5
1659,1659,Cypress,Cupressus sempervirens,26.6,50.5,9.3,0.47,1,P5
1661,1661,Beech,Fagus sylvatica,26.6,67.6,7,0.67,1,P5
1662,1662,Redwood,Sequoia sempervirens,22.5,52.8,4.8,0.48,1,P5
1664,1664,Walnut,Juglans regia,32.2,70.1,12.2,0.61,1,P5
1665,1665,Birch,Betula pendula,28.6,40.4,7.8,0.67,1,P5
1666,1666,Locust,Robinia pseudoacacia,30,41,3.8,0.69,1,P5
1667,1667,Cherry,Prunus avium,26.3,66.8,7.6,0.72,1,P5
1668,1668,Cypress,Cupressus sempervirens,25.9,47.3,12.5,0.47,1,P5
1670,1670,Willow,Salix alba,36.6,63.7,10.9,0.47,1,P5
1671,1671,Spruce,Picea abies,24.1,45.8,6.6,0.43,1,P5
1673,1673,Beech,Fagus sylvatica,24.9,44,5.1,0.67,1,P5
1674,1674,Larch,Larix decidua,28.5,49.5,5.5,0.59,1,P5
1675,1675,Beech,Fagus sylvatica,27.1,73.4,3.9,0.67,1,P5
1676,1676,Cherry,Prunus avium,31.5,58.2,11.8,0.72,1,P5
1677,1677,Walnut,Juglans regia,20.1,65.1,9.1,0.61,1,P5
1679,1679,Spruce,Picea abies,25.1,47.8,5,0.43,1,P5
1680,1680,Larch,Larix decidua,31.9,57.8,11.6,0.59,1,P5
1682,1682,Yew,Taxus baccata,28.9,51.6,7.1,0.64,1,P5
1683,1683,Larch,Larix decidua,25.3,52.1,4.1,0.59,1,P5
1684,1684,Cypress,Cupressus sempervirens,30.9,71,7.2,0.47,1,P5
1685,1685,Beech,Fagus sylvatica,32.9,47.3,5.8,0.67,1,P5
1686,1686,Ash,Fraxinus excelsior,35.2,43.7,4.7,0.67,1,P5
1688,1688,Cypress,Cupressus sempervirens,45.6,91.5,11.2,0.47,1,P5
1689,1689,Cypress,Cupressus sempervirens,27.3,61.6,12.6,0.47,1,P5
1691,1691,Yew,Taxus baccata,24,59.2,8.5,0.64,1,P5
1692,1692,Magnolia,Magnolia grandiflora,34.9,68.8,12.5,0.6,1,P6
1693,1693,Ash,Fraxinus excelsior,33.9,62.2,7.7,0.67,1,P6
1694,1694,Cherry,Prunus avium,35.9,74.3,10.8,0.72,1,P6
1695,1695,Willow,Salix alba,21.1,57.9,4,0.47,1,P6
1697,1697,Larch,Larix decidua,27.9,56.6,3.9,0.59,1,P6
1698,1698,Poplar,Populus tremula,22.6,43.6,4.9,0.42,1,P6
1700,1700,Cherry,Prunus avium,20,48.5,5,0.72,1,P6
1701,1701,Locust,Robinia pseudoacacia,26.9,46.5,5.5,0.69,1,P6
1702,1702,Fir,Abies alba,27,46,7.4,0.42,1,P6
1703,1703,Maple,Acer saccharum,42.4,103,18.2,0.71,1,P6
1704,1704,Locust,Robinia pseudoacacia,39.5,76.5,9.8,0.69,1,P6
1706,1706,Magnolia,Magnolia grandiflora,34.2,54.7,7.3,0.6,1,P6
1707,1707,Pine,Pinus sylvestris,21,46.2,4.3,0.45,1,P6
1709,1709,Magnolia,Magnolia grandiflora,27.8,65.6,6.5,0.6,1,P6
1710,1710,Oak,Quercus robur,28.6,61.1,11.1,0.7,1,P6
1711,1711,Yew,Taxus baccata,32.2,62.3,6,0.64,1,P6
1712,1712,Beech,Fagus sylvatica,47,71.1,17.2,0.67,1,P6
1713,1713,Birch,Betula pendula,32.8,50.7,9.5,0.67,1,P6
1715,1715,Magnolia,Magnolia grandiflora,22.1,48.1,4.1,0.6,1,P6
1716,1716,Yew,Taxus baccata,23.8,41.6,7,0.64,1,P6
1718,1718,Spruce,Picea abies,28.3,40.3,12.6,0.43,1,P6
1719,1719,Redwood,Sequoia sempervirens,35,80.7,7.7,0.48,1,P6
1720,1720,Ash,Fraxinus excelsior,23,45.3,4.6,0.67,1,P6
1721,1721,Maple,Acer saccharum,20.7,49.9,4.5,0.71,1,P6
1722,1722,Beech,Fagus sylvatica,27.5,40.8,3.8,0.67,1,P6
1724,1724,Beech,Fagus sylvatica,33.8,67.3,4.9,0.67,1,P6
1725,1725,Spruce,Picea abies,22.6,52.5,3.9,0.43,1,P6
1727,1727,Cedar,Cedrus libani,32.3,53.7,13,0.56,1,P6
1728,1728,Ash,Fraxinus excelsior,34.8,61.6,4.9,0.67,1,P6
1729,1729,Walnut,Juglans regia,27.4,55.7,10.3,0.61,1,P6
1730,1730,Larch,Larix decidua,22.1,41.7,5.2,0.59,1,P6
1731,1731,Cypress,Cupressus sempervirens,33.4,78.4,8.8,0.47,1,P6
1733,1733,Redwood,Sequoia sempervirens,22.7,49.4,5.3,0.48,1,P6
1734,1734,Walnut,Juglans regia,27.9,65.2,5.1,0.61,1,P6
1736,1736,Hemlock,Tsuga canadensis,23.2,63.5,9.8,0.45,1,P6
1737,1737,Magnolia,Magnolia grandiflora,29.8,52.7,6.3,0.6,1,P6
1738,1738,Poplar,Populus tremula,20.8,44.7,5.8,0.42,1,P6
1739,1739,Magnolia,Magnolia grandiflora,25.9,43.9,4,0.6,1,P6
1740,1740,Yew,Taxus baccata,20.6,50.8,4.3,0.64,1,P6
1742,1742,Walnut,Juglans regia,30.8,42.5,5.8,0.61,1,P6
1743,1743,Oak,Quercus robur,22,53.6,5.5,0.7,1,P6
1745,1745,Pine,Pinus sylvestris,28.1,48.8,8.8,0.45,1,P6
1746,1746,Cedar,Cedrus libani,29.7,66.2,4.2,0.56,1,P6
1747,1747,Birch,Betula pendula,29.7,56.3,11.3,0.67,1,P6
1748,1748,Fir,Abies alba,25.6,48.6,8.8,0.42,1,P6
1749,1749,Magnolia,Magnolia grandiflora,24.9,69.5,11.6,0.6,1,P6
1751,1751,Fir,Abies alba,25.8,57.6,5.4,0.42,1,P6
1752,1752,Ash,Fraxinus excelsior,33.2,51.5,5.6,0.67,1,P6
1754,1754,Magnolia,Magnolia grandiflora,30.9,47.5,11.1,0.6,1,P6
1755,1755,Cedar,Cedrus libani,28.4,41.3,5.4,0.56,1,P6
1756,1756,Willow,Salix alba,37.3,78.9,5.6,0.47,1,P6
1757,1757,Willow,Salix alba,24.5,47.6,4.8,0.47,1,P6
1758,1758,Oak,Quercus robur,21.9,40.3,4.7,0.7,1,P6
1760,1760,Ash,Fraxinus excelsior,24.7,40.6,8.7,0.67,1,P6
1761,1761,Locust,Robinia pseudoacacia,24.7,66.7,8.8,0.69,1,P6
1763,1763,Hemlock,Tsuga canadensis,22.6,50.6,6.4,0.45,1,P6
1764,1764,Magnolia,Magnolia grandiflora,22.8,46.3,3.4,0.6,1,P6
1765,1765,Magnolia,Magnolia grandiflora,43.7,83.6,12.8,0.6,1,P6
1766,1766,Pine,Pinus sylvestris,27.2,72.1,8.2,0.45,1,P6
1767,1767,Willow,Salix alba,25.3,60,3.2,0.47,1,P6
1769,1769,Pine,Pinus sylvestris,28.6,58.2,8.7,0.45,1,P6
1770,1770,Redwood,Sequoia sempervirens,21.3,63.7,8.4,0.48,1,P6
1772,1772,Locust,Robinia pseudoacacia,25.2,49,3.4,0.69,1,P6
1773,1773,Cedar,Cedrus libani,38.7,72,12.4,0.56,1,P6
1774,1774,Cypress,Cupressus sempervirens,28.3,43.8,6.4,0.47,1,P6
1775,1775,Cherry,Prunus avium,37,80.6,12.6,0.72,1,P6
1776,1776,Poplar,Populus tremula,27.5,78.2,9.5,0.42,1,P6
1778,1778,Larch,Larix decidua,23.5,50.6,4.3,0.59,1,P6
1779,1779,Willow,Salix alba,23.2,50.7,4.2,0.47,1,P6
1781,1781,Cypress,Cupressus sempervirens,24.8,44.2,3,0.47,1,P6
1782,1782,Larch,Larix decidua,28.2,50.1,3.3,0.59,1,P6
1783,1783,Yew,Taxus baccata,25.2,40.2,4.1,0.64,1,P6
1784,1784,Cedar,Cedrus libani,28.7,48.8,9.3,0.56,1,P6
1785,1785,Walnut,Juglans regia,22,51.3,4,0.61,1,P6
1787,1787,Spruce,Picea abies,28.5,40.4,5.8,0.43,1,P6
1788,1788,Maple,Acer saccharum,30.9,53.3,8.4,0.71,1,P6
1790,1790,Willow,Salix alba,21.8,40.1,3.2,0.47,1,P6
1791,1791,Yew,Taxus baccata,26.3,59.4,3.5,0.64,1,P6
1792,1792,Ash,Fraxinus excelsior,37.1,52.3,5.9,0.67,1,P6
1793,1793,Birch,Betula pendula,38.1,61.8,10,0.67,1,P6
1794,1794,Larch,Larix decidua,34.9,53.9,6.3,0.59,1,P6
1796,1796,Cypress,Cupressus sempervirens,23,59.7,7.4,0.47,1,P6
1797,1797,Birch,Betula pendula,22.5,41.4,3.7,0.67,1,P6
1799,1799,Willow,Salix alba,29.8,52.2,4.8,0.47,1,P6
1800,1800,Hemlock,Tsuga canadensis,26.6,59.6,9.1,0.45,1,P6
1801,1801,Cypress,Cupressus sempervirens,34.1,62.8,8,0.47,1,P6
1802,1802,Redwood,Sequoia sempervirens,29.8,40.7,6.9,0.48,1,P6
1803,1803,Maple,Acer saccharum,24.5,46.4,4.5,0.71,1,P6
1805,1805,Pine,Pinus sylvestris,34.9,77.2,8.1,0.45,1,P6
1806,1806,Hemlock,Tsuga canadensis,27,52.4,6.9,0.45,1,P6
1808,1808,Larch,Larix decidua,23.7,49.3,6.8,0.59,1,P6
1809,1809,Cypress,Cupressus sempervirens,22.1,45.3,3.4,0.47,1,P6
1810,1810,Cypress,Cupressus sempervirens,30.8,69,9.8,0.47,1,P6
1811,1811,Oak,Quercus robur,20.1,50.6,4.4,0.7,1,P6
1812,1812,Cherry,Prunus avium,32.1,50.8,4.5,0.72,1,P6
1814,1814,Maple,Acer saccharum,23.7,41.4,5.6,0.71,1,P6
1815,1815,Poplar,Populus tremula,29.3,55.3,3.6,0.42,1,P6
1817,1817,Larch,Larix decidua,22.4,50.9,4.1,0.59,1,P6
1818,1818,Spruce,Picea abies,25.1,61.7,10.2,0.43,1,P6
1819,1819,Willow,Salix alba,21.1,44.8,6.5,0.47,1,P6
1820,1820,Ash,Fraxinus excelsior,27,43.8,4.4,0.67,1,P6
1821,1821,Spruce,Picea abies,30.5,48.5,12.8,0.43,1,P6
1823,1823,Walnut,Juglans regia,24.3,59,3.2,0.61,1,P6
1824,1824,Magnolia,Magnolia grandiflora,27.6,51.2,8.2,0.6,1,P6
1826,1826,Oak,Quercus robur,32.3,67.9,4.2,0.7,1,P6
1827,1827,Willow,Salix alba,34.6,62.1,9.2,0.47,1,P6
1828,1828,Walnut,Juglans regia,39,60.6,11.6,0.61,1,P6
1829,1829,Cedar,Cedrus libani,21.4,41.1,5.7,0.56,1,P6
1830,1830,Larch,Larix decidua,35.2,67,4,0.59,1,P6
1832,1832,Yew,Taxus baccata,27.8,43.2,4.4,0.64,1,P6
1833,1833,Locust,Robinia pseudoacacia,34.8,78.3,11.4,0.69,1,P6
1835,1835,Cedar,Cedrus libani,23.3,40.9,5.5,0.56,1,P6
1836,1836,Fir,Abies alba,32,47.8,6.3,0.42,1,P6
1837,1837,Spruce,Picea abies,37,78.8,10.8,0.43,1,P6
1838,1838,Ash,Fraxinus excelsior,26.6,62.7,13.1,0.67,1,P6
1839,1839,Redwood,Sequoia sempervirens,36.7,53.4,10.5,0.48,1,P6
1841,1841,Locust,Robinia pseudoacacia,28.7,42.9,5.8,0.69,1,P6
1842,1842,Beech,Fagus sylvatica,30.3,47.9,10.1,0.67,1,P6
1844,1844,Fir,Abies alba,33.2,67.6,3.8,0.42,1,P6
1845,1845,Willow,Salix alba,30.1,50.6,7.2,0.47,1,P6
1846,1846,Maple,Acer saccharum,31.6,43.4,8,0.71,1,P6
1847,1847,Poplar,Populus tremula,21.6,48.6,5.4,0.42,1,P6
1848,1848,Spruce,Picea abies,27.8,61.3,7.3,0.43,1,P6
1850,1850,Pine,Pinus sylvestris,33,77,8.8,0.45,1,P6
1851,1851,Ash,Fraxinus excelsior,43.1,97.9,13.2,0.67,1,P6
1853,1853,Fir,Abies alba,40.5,91.8,11.2,0.42,1,P6
1854,1854,Redwood,Sequoia sempervirens,20.4,41.7,9.2,0.48,1,P6
1855,1855,Beech,Fagus sylvatica,24.3,68.5,4.3,0.67,1,P6
1856,1856,Birch,Betula pendula,21.6,41.5,4.3,0.67,1,P6
1857,1857,Maple,Acer saccharum,27.3,74.4,11.2,0.71,1,P6
1859,1859,Pine,Pinus sylvestris,21.8,42.3,5.5,0.45,1,P6
1860,1860,Magnolia,Magnolia grandiflora,38.7,66.8,11.7,0.6,1,P6
1862,1862,Beech,Fagus sylvatica,29.7,43.2,3.6,0.67,1,P6
1863,1863,Yew,Taxus baccata,33.7,53.3,12.1,0.64,1,P6
1864,1864,Redwood,Sequoia sempervirens,27.8,43.1,5,0.48,1,P6
1865,1865,Yew,Taxus baccata,21.6,46.2,3.6,0.64,1,P6
1866,1866,Cypress,Cupressus sempervirens,26.7,61.7,8.9,0.47,1,P6
1868,1868,Hemlock,Tsuga canadensis,22.8,63.8,3.4,0.45,1,P6
1869,1869,Ash,Fraxinus excelsior,32.2,71.4,9.6,0.67,1,P6
1871,1871,Pine,Pinus sylvestris,37.7,58.4,5.5,0.45,1,P6
1872,1872,Ash,Fraxinus excelsior,38.1,56.9,12.6,0.67,1,P6
1873,1873,Magnolia,Magnolia grandiflora,23.4,43.4,3.2,0.6,1,P6
1874,1874,Magnolia,Magnolia grandiflora,27.6,46.5,5.5,0.6,1,P6
1875,1875,Pine,Pinus sylvestris,22.5,48.2,7.4,0.45,1,P6
1877,1877,Beech,Fagus sylvatica,45.3,70,16.1,0.67,1,P6
1878,1878,Larch,Larix decidua,41.6,76.1,10.2,0.59,1,P6
1880,1880,Hemlock,Tsuga canadensis,24.5,48.3,7.7,0.45,1,P6
1881,1881,Cypress,Cupressus sempervirens,22.8,45.1,3.6,0.47,1,P6
1882,1882,Walnut,Juglans regia,35.2,77.6,7.5,0.61,1,P6
1883,1883,Birch,Betula pendula,23.2,65,5.5,0.67,1,P6
1884,1884,Oak,Quercus robur,32.3,56.9,3.3,0.7,1,P6
1886,1886,Beech,Fagus sylvatica,30.5,46.9,8.5,0.67,1,P6
1887,1887,Oak,Quercus robur,33.3,62.9,8.3,0.7,1,P6
1889,1889,Ash,Fraxinus excelsior,21.1,54.2,14,0.67,1,P6
1890,1890,Locust,Robinia pseudoacacia,24,51.1,8.7,0.69,1,P6
1891,1891,Willow,Salix alba,29.9,73.8,7.4,0.47,1,P6
1892,1892,Larch,Larix decidua,34.2,67.2,7.2,0.59,1,P6
1893,1893,Cypress,Cupressus sempervirens,33.2,58.1,7.6,0.47,1,P6
1895,1895,Maple,Acer saccharum,27.3,41.4,10.2,0.71,1,P6
1896,1896,Cypress,Cupressus sempervirens,33.3,60,3.1,0.47,1,P6
1898,1898,Hemlock,Tsuga canadensis,24.3,48.2,4.5,0.45,1,P6
1899,1899,Cypress,Cupressus sempervirens,24.6,43.7,3.6,0.47,1,P6
1900,1900,Beech,Fagus sylvatica,23.4,67.7,4.6,0.67,1,P6
1901,1901,Maple,Acer saccharum,28.3,87.4,8.3,0.71,1,P6
1902,1902,Beech,Fagus sylvatica,23.2,47.9,5.7,0.67,1,P6
1904,1904,Fir,Abies alba,38.4,72.2,8.2,0.42,1,P6
1905,1905,Birch,Betula pendula,21.1,41.1,6.7,0.67,1,P6
1907,1907,Magnolia,Magnolia grandiflora,29.2,49,7.7,0.6,1,P6
1908,1908,Cherry,Prunus avium,29.9,51.8,7.3,0.72,1,P6
1909,1909,Hemlock,Tsuga canadensis,32,64.1,4.7,0.45,1,P6
1910,1910,Beech,Fagus sylvatica,36,65,8.3,0.67,1,P6
1911,1911,Redwood,Sequoia sempervirens,49,75.8,13.1,0.48,1,P6
1913,1913,Ash,Fraxinus excelsior,32.7,53.3,7.5,0.67,1,P6
1914,1914,Fir,Abies alba,22.4,40.1,5.5,0.42,1,P6
1916,1916,Maple,Acer saccharum,32,65.6,7.4,0.71,1,P6
1917,1917,Beech,Fagus sylvatica,23.5,45.4,5.5,0.67,1,P6
1918,1918,Ash,Fraxinus excelsior,25.8,54.2,8.4,0.67,1,P6
1919,1919,Pine,Pinus sylvestris,25.9,53.4,3.2,0.45,1,P6
1920,1920,Cedar,Cedrus libani,22.5,58.5,6.7,0.56,1,P6
1922,1922,Fir,Abies alba,25.4,79.7,5.6,0.42,1,P6
1923,1923,Redwood,Sequoia sempervirens,36.4,59,11.7,0.48,1,P6
1925,1925,Fir,Abies alba,23.4,42,4.4,0.42,1,P6
1926,1926,Spruce,Picea abies,32.9,68.8,7.2,0.43,1,P6
1927,1927,Fir,Abies alba,21,45.6,4.8,0.42,1,P6
1928,1928,Cedar,Cedrus libani,21.9,49.3,4.9,0.56,1,P6
1929,1929,Cypress,Cupressus sempervirens,29,42.6,7.4,0.47,1,P6
1931,1931,Magnolia,Magnolia grandiflora,20.1,44.2,4.7,0.6,1,P6
1932,1932,Poplar,Populus tremula,30.7,68.8,6.7,0.42,1,P6
1934,1934,Walnut,Juglans regia,32.9,65.1,7.8,0.61,1,P6
1935,1935,Poplar,Populus tremula,28.4,52.5,4.4,0.42,1,P6
1936,1936,Ash,Fraxinus excelsior,27.3,55.6,14.5,0.67,1,P6
1937,1937,Poplar,Populus tremula,24.8,53,5.6,0.42,1,P6
1938,1938,Redwood,Sequoia sempervirens,29.7,60.4,9.8,0.48,1,P6
1940,1940,Redwood,Sequoia sempervirens,37.9,79.2,8.7,0.48,1,P6
1941,1941,Hemlock,Tsuga canadensis,37.5,64.5,6,0.45,1,P6
1943,1943,Fir,Abies alba,28.5,75.9,7,0.42,1,P6
1944,1944,Hemlock,Tsuga canadensis,20.6,50.8,3.6,0.45,1,P6
1945,1945,Spruce,Picea abies,26.1,61.9,6.7,0.43,1,P6
1946,1946,Magnolia,Magnolia grandiflora,32.2,56.2,4,0.6,1,P6
1947,1947,Spruce,Picea abies,27,50.5,5.8,0.43,1,P6
1949,1949,Cedar,Cedrus libani,22.1,44.5,6.6,0.56,1,P6
1950,1950,Hemlock,Tsuga canadensis,55.6,66.4,17.2,0.45,1,P6
1952,1952,Cypress,Cupressus sempervirens,22.3,42,7.9,0.47,1,P6
1953,1953,Redwood,Sequoia sempervirens,21.4,52.7,3.9,0.48,1,P6
1954,1954,Larch,Larix decidua,27.4,53.1,6.8,0.59,1,P6
1955,1955,Cedar,Cedrus libani,32.9,64.3,9.5,0.56,1,P6
1956,1956,Walnut,Juglans regia,22.5,47,4.7,0.61,1,P6
1958,1958,Birch,Betula pendula,23.7,56,3.7,0.67,1,P6
1959,1959,Spruce,Picea abies,21.8,47.9,6.1,0.43,1,P6
1961,1961,Locust,Robinia pseudoacacia,32.7,62.7,10.7,0.69,1,P6
1962,1962,Beech,Fagus sylvatica,42.1,70.3,12,0.67,1,P6
1963,1963,Maple,Acer saccharum,21.4,44.9,6,0.71,1,P6
1964,1964,Oak,Quercus robur,33.5,90.3,3.6,0.7,1,P6
1965,1965,Magnolia,Magnolia grandiflora,38.6,74.9,12.5,0.6,1,P6
1967,1967,Cypress,Cupressus sempervirens,27.4,57.3,7.1,0.47,1,P6
1968,1968,Cypress,Cupressus sempervirens,32.8,63.8,8.2,0.47,1,P6
1970,1970,Poplar,Populus tremula,25,47.2,4.9,0.42,1,P7
1971,1971,Cypress,Cupressus sempervirens,30.8,63.4,7.5,0.47,1,P7
1972,1972,Hemlock,Tsuga canadensis,27.1,50.5,7.4,0.45,1,P7
1973,1973,Birch,Betula pendula,24.6,48.6,4.4,0.67,1,P7
1974,1974,Larch,Larix decidua,39.4,54.5,11.2,0.59,1,P7
1976,1976,Oak,Quercus robur,30,57.1,6.8,0.7,1,P7
1977,1977,Locust,Robinia pseudoacacia,28.2,49.5,3.4,0.69,1,P7
1979,1979,Yew,Taxus baccata,21.9,70.2,3.8,0.64,1,P7
1980,1980,Maple,Acer saccharum,29.2,45.5,7.8,0.71,1,P7
1981,1981,Willow,Salix alba,21.5,40.4,5.6,0.47,1,P7
1982,1982,Cedar,Cedrus libani,35.6,60,9.8,0.56,1,P7
1983,1983,Yew,Taxus baccata,27.6,47.3,5.6,0.64,1,P7
1985,1985,Larch,Larix decidua,27.2,56,9.9,0.59,1,P7
1986,1986,Cypress,Cupressus sempervirens,24.2,53.8,5.9,0.47,1,P7
1988,1988,Locust,Robinia pseudoacacia,35.5,61.8,13.5,0.69,1,P7
1989,1989,Pine,Pinus sylvestris,22.2,55.9,3.7,0.45,1,P7
1990,1990,Maple,Acer saccharum,39.5,53.7,11.1,0.71,1,P7
1991,1991,Locust,Robinia pseudoacacia,32.7,63.3,5.9,0.69,1,P7
1992,1992,Pine,Pinus sylvestris,31.6,59.7,5,0.45,1,P7
1994,1994,Redwood,Sequoia sempervirens,24.5,41.1,10.7,0.48,1,P7
1995,1995,Hemlock,Tsuga canadensis,30,63.8,9.7,0.45,1,P7
1997,1997,Walnut,Juglans regia,22.4,43.7,4.4,0.61,1,P7
1998,1998,Birch,Betula pendula,20.5,46.1,5.1,0.67,1,P7
1999,1999,Yew,Taxus baccata,24.1,55.6,4.5,0.64,1,P7
2000,2000,Birch,Betula pendula,26,46.4,4.7,0.67,1,P7
2001,2001,Maple,Acer saccharum,25.3,43.8,8.3,0.71,1,P7
2003,2003,Fir,Abies alba,29,60.5,5.2,0.42,1,P7
2004,2004,Spruce,Picea abies,32.9,56,9.3,0.43,1,P7
2006,2006,Maple,Acer saccharum,22.7,53.3,6.9,0.71,1,P7
2007,2007,Redwood,Sequoia sempervirens,42.2,65.3,10.4,0.48,1,P7
2008,2008,Locust,Robinia pseudoacacia,24.3,62.4,4.2,0.69,1,P7
2009,2009,Poplar,Populus tremula,40.4,72,13,0.42,1,P7
2010,2010,Ash,Fraxinus excelsior,26.9,54.7,3.6,0.67,1,P7
2012,2012,Beech,Fagus sylvatica,24.9,53.5,6.2,0.67,1,P7
2013,2013,Birch,Betula pendula,29.6,40.4,4.1,0.67,1,P7
2015,2015,Willow,Salix alba,23.1,50.7,3.4,0.47,1,P7
2016,2016,Poplar,Populus tremula,30.4,63.4,7.4,0.42,1,P7
2017,2017,Spruce,Picea abies,33.1,52.1,9.6,0.43,1,P7
2018,2018,Cedar,Cedrus libani,20.4,53.3,5.4,0.56,1,P7
2019,2019,Ash,Fraxinus excelsior,29.8,43.7,6.8,0.67,1,P7
2021,2021,Cedar,Cedrus libani,24.9,63.1,4.4,0.56,1,P7
2022,2022,Cedar,Cedrus libani,29.5,66.1,7,0.56,1,P7
2024,2024,Oak,Quercus robur,20,43.2,4.2,0.7,1,P7
2025,2025,Walnut,Juglans regia,22.9,58.3,4.4,0.61,1,P7
2026,2026,Oak,Quercus robur,21,66.2,7.4,0.7,1,P7
2027,2027,Oak,Quercus robur,20.9,42.7,7.8,0.7,1,P7
2028,2028,Cherry,Prunus avium,21.4,50.1,3.8,0.72,1,P7
2030,2030,Yew,Taxus baccata,35.1,61.3,5.6,0.64,1,P7
