S/N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
1305,Birch,Betula pendula,25.1,55.5,10.2,0.67,1,P3
1306,Redwood,Sequoia sempervirens,20.3,68.4,5.1,0.48,1,P3
1307,Yew,Taxus baccata,31.3,67.2,7.4,0.64,1,P3
1308,Birch,Betula pendula,21.1,48.5,6.1,0.67,1,P3
1309,Ash,Fraxinus excelsior,30.2,53.2,7.6,0.67,1,P3
1310,Larch,Larix decidua,23.2,44.4,3.5,0.59,1,P3
1311,Pine,Pinus sylvestris,31.2,74.2,7.4,0.45,1,P3
1312,Beech,Fagus sylvatica,20.2,53.8,6.5,0.67,1,P3
1313,Cherry,Prunus avium,25.5,57.1,5.9,0.72,1,P3
1314,Birch,Betula pendula,27.0,47.9,7.9,0.67,1,P3
1315,Poplar,Populus tremula,26.4,51.3,3.5,0.42,1,P3
1316,Oak,Quercus robur,26.2,52.3,3.2,0.7,1,P3
1317,Willow,Salix alba,24.1,42.7,9.7,0.47,1,P3
1318,Cypress,Cupressus sempervirens,34.9,78.5,9.4,0.47,1,P3
1319,Pine,Pinus sylvestris,29.5,64.0,9.8,0.45,1,P3
1320,Cherry,Prunus avium,20.3,62.4,3.7,0.72,1,P3
1321,Cherry,Prunus avium,25.5,45.2,7.0,0.72,1,P3
1322,Larch,Larix decidua,41.0,80.5,9.8,0.59,1,P3
1323,Willow,Salix alba,36.2,84.0,10.1,0.47,1,P3
1324,Maple,Acer saccharum,55.7,91.7,18.9,0.71,1,P3
1325,Birch,Betula pendula,23.9,44.3,3.2,0.67,1,P3
1326,Walnut,Juglans regia,34.1,60.0,3.5,0.61,1,P3
1327,Poplar,Populus tremula,33.6,56.4,8.9,0.42,1,P3
1328,Redwood,Sequoia sempervirens,26.7,46.7,11.0,0.48,1,P3
1329,Redwood,Sequoia sempervirens,27.5,43.0,4.7,0.48,1,P3
1330,Fir,Abies alba,33.5,73.5,11.7,0.42,1,P3
1331,Beech,Fagus sylvatica,29.7,52.4,5.1,0.67,1,P3
1332,Oak,Quercus robur,30.2,44.8,5.2,0.7,1,P3
1333,Pine,Pinus sylvestris,24.0,53.2,5.9,0.45,1,P3
1334,Hemlock,Tsuga canadensis,25.1,51.4,5.5,0.45,1,P3
1335,Cedar,Cedrus libani,24.0,52.3,6.6,0.56,1,P3
1336,Poplar,Populus tremula,34.8,90.9,8.6,0.42,1,P3
1337,Yew,Taxus baccata,27.5,65.7,4.4,0.64,1,P3
1338,Birch,Betula pendula,30.5,63.2,11.9,0.67,1,P3
1339,Locust,Robinia pseudoacacia,20.7,43.2,7.1,0.69,1,P3
1340,Birch,Betula pendula,24.2,44.6,5.8,0.67,1,P3
1341,Cedar,Cedrus libani,24.8,43.5,3.3,0.56,1,P3
1342,Hemlock,Tsuga canadensis,37.9,60.7,8.9,0.45,1,P3
1343,Redwood,Sequoia sempervirens,27.7,46.5,5.5,0.48,1,P3
1344,Yew,Taxus baccata,24.3,56.3,7.7,0.64,1,P3
1345,Locust,Robinia pseudoacacia,31.8,67.0,11.4,0.69,1,P3
1346,Hemlock,Tsuga canadensis,34.4,40.9,6.6,0.45,1,P3
1347,Magnolia,Magnolia grandiflora,37.3,48.9,8.1,0.6,1,P3
1348,Ash,Fraxinus excelsior,21.1,56.6,4.0,0.67,1,P4
1349,Spruce,Picea abies,22.8,57.3,9.3,0.43,1,P4
1350,Pine,Pinus sylvestris,21.2,58.1,3.9,0.45,1,P4
1351,Cypress,Cupressus sempervirens,22.2,51.3,4.9,0.47,1,P4
1352,Hemlock,Tsuga canadensis,35.1,79.5,5.3,0.45,1,P4
1353,Birch,Betula pendula,36.1,44.8,6.9,0.67,1,P4
1354,Birch,Betula pendula,32.7,41.8,8.3,0.67,1,P4
1355,Spruce,Picea abies,31.3,52.6,6.6,0.43,1,P4
1356,Poplar,Populus tremula,39.7,75.3,11.9,0.42,1,P4
1357,Fir,Abies alba,24.2,43.9,4.2,0.42,1,P4
1358,Redwood,Sequoia sempervirens,29.7,75.2,10.0,0.48,1,P4
1359,Pine,Pinus sylvestris,25.2,56.9,6.8,0.45,1,P4
1360,Larch,Larix decidua,25.9,51.9,3.4,0.59,1,P4
1361,Walnut,Juglans regia,40.6,70.6,11.2,0.61,1,P4
1362,Spruce,Picea abies,21.4,45.2,5.1,0.43,1,P4
1363,Pine,Pinus sylvestris,32.9,60.2,7.1,0.45,1,P4
1364,Cherry,Prunus avium,27.6,63.1,4.0,0.72,1,P4
1365,Redwood,Sequoia sempervirens,27.4,52.1,12.4,0.48,1,P4
1366,Cherry,Prunus avium,20.4,50.1,3.1,0.72,1,P4
1367,Oak,Quercus robur,34.5,61.9,8.2,0.7,1,P4
1368,Fir,Abies alba,30.6,58.0,5.2,0.42,1,P4
1369,Spruce,Picea abies,23.3,47.8,5.8,0.43,1,P4
1370,Locust,Robinia pseudoacacia,26.6,51.9,3.3,0.69,1,P4
1371,Hemlock,Tsuga canadensis,21.2,51.9,6.3,0.45,1,P4
1372,Hemlock,Tsuga canadensis,31.2,67.5,8.8,0.45,1,P4
1373,Larch,Larix decidua,29.2,82.5,5.7,0.59,1,P4
1374,Poplar,Populus tremula,35.2,56.3,10.9,0.42,1,P4
1375,Magnolia,Magnolia grandiflora,31.0,44.6,9.3,0.6,1,P4
1376,Maple,Acer saccharum,28.9,57.9,3.3,0.71,1,P4
1377,Poplar,Populus tremula,30.6,76.3,6.1,0.42,1,P4
1378,Cherry,Prunus avium,26.8,57.5,3.2,0.72,1,P4
1379,Redwood,Sequoia sempervirens,27.4,71.3,7.9,0.48,1,P4
1380,Redwood,Sequoia sempervirens,27.0,52.9,4.8,0.48,1,P4
1381,Cherry,Prunus avium,24.9,41.8,7.1,0.72,1,P4
1382,Oak,Quercus robur,23.8,57.3,3.4,0.7,1,P4
1383,Hemlock,Tsuga canadensis,21.2,69.1,3.5,0.45,1,P4
1384,Magnolia,Magnolia grandiflora,34.3,64.1,8.7,0.6,1,P4
1385,Cedar,Cedrus libani,23.9,52.1,6.9,0.56,1,P4
1386,Willow,Salix alba,39.1,75.4,11.7,0.47,1,P4
1387,Pine,Pinus sylvestris,23.6,45.7,4.6,0.45,1,P4
1388,Hemlock,Tsuga canadensis,23.4,44.1,3.9,0.45,1,P4
1389,Larch,Larix decidua,28.5,51.1,5.9,0.59,1,P4
1390,Fir,Abies alba,32.4,57.9,8.6,0.42,1,P4
1391,Pine,Pinus sylvestris,25.7,57.9,3.5,0.45,1,P4
1392,Spruce,Picea abies,35.9,64.6,3.6,0.43,1,P4
1393,Locust,Robinia pseudoacacia,34.4,46.5,8.7,0.69,1,P4
1394,Magnolia,Magnolia grandiflora,30.1,60.6,10.5,0.6,1,P4
1395,Yew,Taxus baccata,26.3,63.2,4.9,0.64,1,P4
1396,Pine,Pinus sylvestris,29.5,62.3,9.5,0.45,1,P4
1397,Spruce,Picea abies,22.4,50.5,5.4,0.43,1,P4
1398,Ash,Fraxinus excelsior,29.2,61.4,8.9,0.67,1,P4
1399,Oak,Quercus robur,24.6,40.8,7.5,0.7,1,P4
1400,Maple,Acer saccharum,26.4,41.8,8.0,0.71,1,P4
1401,Oak,Quercus robur,34.7,44.5,9.4,0.7,1,P4
1402,Yew,Taxus baccata,23.7,54.3,6.8,0.64,1,P4
1403,Redwood,Sequoia sempervirens,26.4,64.7,3.5,0.48,1,P4
1404,Cedar,Cedrus libani,23.9,56.6,3.2,0.56,1,P4
1405,Magnolia,Magnolia grandiflora,27.6,40.3,3.7,0.6,1,P4
1406,Birch,Betula pendula,23.6,93.4,5.9,0.67,1,P4
1407,Pine,Pinus sylvestris,24.6,53.3,5.4,0.45,1,P4
1408,Locust,Robinia pseudoacacia,32.3,63.8,9.8,0.69,1,P4
1409,Yew,Taxus baccata,33.5,67.5,12.9,0.64,1,P4
1410,Beech,Fagus sylvatica,25.8,48.0,5.9,0.67,1,P4
1411,Locust,Robinia pseudoacacia,20.8,42.5,3.7,0.69,1,P4
1412,Beech,Fagus sylvatica,23.4,43.1,8.5,0.67,1,P4
1413,Oak,Quercus robur,30.0,58.5,9.5,0.7,1,P4
1414,Willow,Salix alba,27.5,46.1,8.8,0.47,1,P4
1415,Fir,Abies alba,24.4,46.9,6.7,0.42,1,P4
1416,Ash,Fraxinus excelsior,20.7,56.4,3.8,0.67,1,P4
1417,Larch,Larix decidua,23.8,43.5,7.2,0.59,1,P4
1418,Oak,Quercus robur,21.6,40.7,3.6,0.7,1,P4
1419,Redwood,Sequoia sempervirens,28.0,55.7,7.9,0.48,1,P4
1420,Oak,Quercus robur,22.1,42.3,10.4,0.7,1,P4
1421,Spruce,Picea abies,24.3,56.3,3.3,0.43,1,P4
1422,Birch,Betula pendula,34.1,58.1,5.7,0.67,1,P4
1423,Hemlock,Tsuga canadensis,22.3,57.4,4.5,0.45,1,P4
1424,Hemlock,Tsuga canadensis,26.5,49.1,6.7,0.45,1,P4
1425,Locust,Robinia pseudoacacia,28.0,52.4,4.1,0.69,1,P4
1426,Ash,Fraxinus excelsior,36.0,58.2,12.2,0.67,1,P4
1427,Cedar,Cedrus libani,24.7,46.2,7.0,0.56,1,P4
1428,Ash,Fraxinus excelsior,29.7,52.0,6.8,0.67,1,P4
1429,Birch,Betula pendula,27.5,43.8,4.6,0.67,1,P4
1430,Yew,Taxus baccata,26.0,44.9,3.5,0.64,1,P4
1431,Fir,Abies alba,33.8,40.9,7.0,0.42,1,P4
1432,Oak,Quercus robur,35.2,69.7,9.8,0.7,1,P4
1433,Poplar,Populus tremula,23.7,52.6,4.6,0.42,1,P4
1434,Walnut,Juglans regia,23.3,55.7,3.2,0.61,1,P4
1435,Beech,Fagus sylvatica,47.2,87.2,14.7,0.67,1,P4
1436,Maple,Acer saccharum,26.6,43.6,3.8,0.71,1,P4
1437,Redwood,Sequoia sempervirens,41.3,78.5,12.6,0.48,1,P4
1438,Poplar,Populus tremula,28.6,52.6,4.6,0.42,1,P4
1439,Hemlock,Tsuga canadensis,21.7,49.9,7.8,0.45,1,P4
1440,Locust,Robinia pseudoacacia,21.5,65.1,5.7,0.69,1,P4
1441,Larch,Larix decidua,21.6,42.6,3.1,0.59,1,P4
1442,Poplar,Populus tremula,32.8,53.0,12.3,0.42,1,P4
1443,Cedar,Cedrus libani,23.4,48.2,8.1,0.56,1,P4
1444,Cherry,Prunus avium,22.7,67.1,3.4,0.72,1,P4
1445,Pine,Pinus sylvestris,20.0,50.8,5.1,0.45,1,P4
1446,Cherry,Prunus avium,30.1,69.5,6.9,0.72,1,P4
1447,Magnolia,Magnolia grandiflora,31.9,75.1,12.4,0.6,1,P4
1448,Walnut,Juglans regia,39.8,62.8,14.8,0.61,1,P4
1449,Willow,Salix alba,25.7,53.9,4.2,0.47,1,P4
1450,Ash,Fraxinus excelsior,25.8,45.4,4.2,0.67,1,P4
1451,Yew,Taxus baccata,40.9,59.8,13.0,0.64,1,P4
1452,Pine,Pinus sylvestris,23.5,43.7,8.3,0.45,1,P4
1453,Cedar,Cedrus libani,29.5,47.6,8.0,0.56,1,P4
1454,Yew,Taxus baccata,29.4,63.8,10.8,0.64,1,P4
1455,Larch,Larix decidua,26.8,40.6,6.3,0.59,1,P4
1456,Poplar,Populus tremula,32.1,44.6,5.0,0.42,1,P4
1457,Willow,Salix alba,34.6,40.4,7.6,0.47,1,P4
1458,Beech,Fagus sylvatica,30.4,61.7,11.3,0.67,1,P4
1459,Poplar,Populus tremula,29.7,42.1,8.1,0.42,1,P4
1460,Maple,Acer saccharum,21.4,48.0,6.2,0.71,1,P4
1461,Cypress,Cupressus sempervirens,29.5,62.2,4.6,0.47,1,P4
1462,Fir,Abies alba,29.8,40.7,8.3,0.42,1,P4
1463,Larch,Larix decidua,24.3,57.0,3.5,0.59,1,P4
1464,Locust,Robinia pseudoacacia,31.0,45.5,7.5,0.69,1,P4
1465,Ash,Fraxinus excelsior,27.6,42.0,5.5,0.67,1,P4
1466,Locust,Robinia pseudoacacia,26.8,44.0,4.7,0.69,1,P4
1467,Spruce,Picea abies,23.3,40.7,3.5,0.43,1,P4
1468,Pine,Pinus sylvestris,23.5,63.0,5.1,0.45,1,P4
1469,Hemlock,Tsuga canadensis,24.2,50.1,5.3,0.45,1,P4
1470,Cherry,Prunus avium,30.1,55.0,5.6,0.72,1,P4
1471,Walnut,Juglans regia,25.9,40.8,3.8,0.61,1,P4
1472,Cypress,Cupressus sempervirens,33.4,71.2,6.7,0.47,1,P4
1473,Beech,Fagus sylvatica,31.9,54.5,6.7,0.67,1,P4
1474,Cherry,Prunus avium,23.9,42.9,3.7,0.72,1,P4
1475,Ash,Fraxinus excelsior,33.0,88.4,9.2,0.67,1,P4
1476,Cherry,Prunus avium,39.3,65.0,10.3,0.72,1,P4
1477,Spruce,Picea abies,24.9,71.0,8.1,0.43,1,P4
1478,Beech,Fagus sylvatica,21.5,59.7,5.3,0.67,1,P4
1479,Cypress,Cupressus sempervirens,32.5,90.5,9.8,0.47,1,P4
1480,Beech,Fagus sylvatica,23.2,41.0,6.5,0.67,1,P4
1481,Cedar,Cedrus libani,30.8,67.8,8.9,0.56,1,P4
1482,Pine,Pinus sylvestris,30.1,50.6,4.3,0.45,1,P4
1483,Fir,Abies alba,23.2,48.7,5.3,0.42,1,P4
1484,Pine,Pinus sylvestris,32.2,57.8,8.7,0.45,1,P4
1485,Cherry,Prunus avium,30.8,56.0,4.2,0.72,1,P4
1486,Beech,Fagus sylvatica,29.4,42.5,7.7,0.67,1,P4
1487,Pine,Pinus sylvestris,30.4,40.0,5.8,0.45,1,P4
1488,Yew,Taxus baccata,23.8,44.1,4.0,0.64,1,P4
1489,Birch,Betula pendula,36.3,78.9,15.8,0.67,1,P4
1490,Willow,Salix alba,33.3,57.9,5.2,0.47,1,P4
1491,Yew,Taxus baccata,21.5,56.4,8.9,0.64,1,P4
1492,Redwood,Sequoia sempervirens,28.9,75.3,5.1,0.48,1,P4
1493,Magnolia,Magnolia grandiflora,24.4,47.0,10.0,0.6,1,P4
1494,Yew,Taxus baccata,46.3,70.8,13.5,0.64,1,P4
1495,Birch,Betula pendula,23.8,66.0,9.8,0.67,1,P4
1496,Hemlock,Tsuga canadensis,22.6,56.4,3.2,0.45,1,P4
1497,Maple,Acer saccharum,31.8,50.6,6.7,0.71,1,P4
1498,Spruce,Picea abies,25.0,63.7,8.7,0.43,1,P4
1499,Willow,Salix alba,30.1,67.8,6.0,0.47,1,P4
1500,Ash,Fraxinus excelsior,21.6,46.4,4.5,0.67,1,P4
1501,Oak,Quercus robur,29.6,57.5,5.1,0.7,1,P4
1502,Yew,Taxus baccata,22.5,44.5,4.9,0.64,1,P4
1503,Cherry,Prunus avium,22.6,76.5,5.2,0.72,1,P4
1504,Yew,Taxus baccata,26.5,41.3,8.7,0.64,1,P4
1505,Pine,Pinus sylvestris,28.2,68.6,7.2,0.45,1,P4
1506,Hemlock,Tsuga canadensis,42.0,65.9,14.8,0.45,1,P4
1507,Maple,Acer saccharum,20.8,40.4,7.8,0.71,1,P4
1508,Yew,Taxus baccata,28.8,50.3,8.1,0.64,1,P4
1509,Redwood,Sequoia sempervirens,32.4,43.6,10.0,0.48,1,P4
1510,Poplar,Populus tremula,25.8,46.3,11.0,0.42,1,P4
1511,Walnut,Juglans regia,22.4,54.0,4.1,0.61,1,P4
1512,Ash,Fraxinus excelsior,31.2,78.8,9.2,0.67,1,P4
1513,Willow,Salix alba,26.8,62.1,4.6,0.47,1,P4
1514,Poplar,Populus tremula,33.1,43.5,11.1,0.42,1,P4
1515,Spruce,Picea abies,21.6,45.3,6.6,0.43,1,P4
1516,Fir,Abies alba,20.5,57.3,5.9,0.42,1,P4
1517,Cypress,Cupressus sempervirens,20.6,51.1,3.8,0.47,1,P4
1518,Poplar,Populus tremula,22.0,56.3,7.5,0.42,1,P4
1519,Birch,Betula pendula,22.5,53.7,6.1,0.67,1,P4
1520,Beech,Fagus sylvatica,21.7,45.7,7.3,0.67,1,P4
1521,Maple,Acer saccharum,23.3,43.8,4.1,0.71,1,P4
1522,Beech,Fagus sylvatica,23.2,53.3,5.3,0.67,1,P4
1523,Redwood,Sequoia sempervirens,23.6,57.2,5.1,0.48,1,P4
1524,Maple,Acer saccharum,20.1,71.7,6.4,0.71,1,P4
1525,Locust,Robinia pseudoacacia,28.3,58.5,3.4,0.69,1,P4
1526,Magnolia,Magnolia grandiflora,22.6,40.2,7.3,0.6,1,P4
1527,Beech,Fagus sylvatica,35.4,59.9,11.4,0.67,1,P4
1528,Larch,Larix decidua,40.1,65.5,5.1,0.59,1,P4
1529,Locust,Robinia pseudoacacia,23.0,47.4,6.1,0.69,1,P4
1530,Ash,Fraxinus excelsior,23.9,50.8,7.1,0.67,1,P4
1531,Larch,Larix decidua,38.1,74.2,9.6,0.59,1,P4
1532,Beech,Fagus sylvatica,24.1,61.2,4.5,0.67,1,P4
1533,Spruce,Picea abies,23.0,43.5,5.6,0.43,1,P4
1534,Locust,Robinia pseudoacacia,25.1,44.8,5.9,0.69,1,P4
1535,Cherry,Prunus avium,24.2,45.5,8.0,0.72,1,P4
1536,Hemlock,Tsuga canadensis,25.2,67.7,7.2,0.45,1,P4
1537,Fir,Abies alba,20.3,52.5,3.4,0.42,1,P4
1538,Birch,Betula pendula,22.4,42.4,5.9,0.67,1,P4
1539,Willow,Salix alba,24.4,47.6,4.2,0.47,1,P4
1540,Larch,Larix decidua,35.6,40.1,5.1,0.59,1,P4
1541,Cypress,Cupressus sempervirens,30.4,56.0,9.1,0.47,1,P4
1542,Poplar,Populus tremula,24.5,52.0,4.5,0.42,1,P4
1543,Fir,Abies alba,23.2,51.1,3.0,0.42,1,P4
1544,Walnut,Juglans regia,34.8,63.6,8.9,0.61,1,P4
1545,Cedar,Cedrus libani,25.8,40.4,3.8,0.56,1,P4
1546,Birch,Betula pendula,31.8,78.7,9.2,0.67,1,P4
1547,Locust,Robinia pseudoacacia,26.6,46.5,4.0,0.69,1,P4
1548,Cedar,Cedrus libani,27.6,57.7,3.2,0.56,1,P4
1549,Maple,Acer saccharum,35.1,67.4,9.9,0.71,1,P4
1550,Walnut,Juglans regia,22.5,40.5,3.4,0.61,1,P4
1551,Pine,Pinus sylvestris,20.4,40.9,3.7,0.45,1,P4
1552,Larch,Larix decidua,30.7,58.7,3.4,0.59,1,P4
1553,Larch,Larix decidua,33.5,50.1,7.9,0.59,1,P4
1554,Beech,Fagus sylvatica,32.6,54.5,6.1,0.67,1,P4
1555,Pine,Pinus sylvestris,32.4,46.0,7.8,0.45,1,P4
1556,Cherry,Prunus avium,32.9,73.1,6.1,0.72,1,P5
1557,Pine,Pinus sylvestris,28.2,44.1,3.6,0.45,1,P5
1558,Maple,Acer saccharum,28.2,63.0,8.5,0.71,1,P5
1559,Maple,Acer saccharum,29.1,68.4,5.8,0.71,1,P5
1560,Willow,Salix alba,20.8,53.1,7.5,0.47,1,P5
1561,Poplar,Populus tremula,22.7,58.9,6.4,0.42,1,P5
1562,Pine,Pinus sylvestris,34.8,54.4,5.6,0.45,1,P5
1563,Larch,Larix decidua,21.0,40.8,3.2,0.59,1,P5
1564,Spruce,Picea abies,24.7,50.0,5.5,0.43,1,P5
1565,Cypress,Cupressus sempervirens,24.5,54.4,4.4,0.47,1,P5
1566,Redwood,Sequoia sempervirens,30.6,60.1,8.6,0.48,1,P5
1567,Spruce,Picea abies,24.1,63.7,7.7,0.43,1,P5
1568,Locust,Robinia pseudoacacia,20.4,47.6,4.6,0.69,1,P5
1569,Cedar,Cedrus libani,21.7,44.9,6.0,0.56,1,P5
1570,Larch,Larix decidua,20.4,50.5,6.4,0.59,1,P5
1571,Larch,Larix decidua,31.5,73.3,7.2,0.59,1,P5
1572,Magnolia,Magnolia grandiflora,24.4,64.3,4.4,0.6,1,P5
1573,Maple,Acer saccharum,23.0,57.8,7.5,0.71,1,P5
1574,Ash,Fraxinus excelsior,28.5,47.2,9.0,0.67,1,P5
1575,Poplar,Populus tremula,34.8,64.7,11.3,0.42,1,P5
1576,Oak,Quercus robur,25.8,47.9,9.5,0.7,1,P5
1577,Spruce,Picea abies,22.7,52.6,4.9,0.43,1,P5
1578,Birch,Betula pendula,26.9,42.4,3.1,0.67,1,P5
1579,Cypress,Cupressus sempervirens,23.6,44.5,6.6,0.47,1,P5
1580,Hemlock,Tsuga canadensis,24.0,50.8,5.4,0.45,1,P5
1581,Walnut,Juglans regia,28.2,62.4,4.6,0.61,1,P5
1582,Spruce,Picea abies,26.2,58.9,6.9,0.43,1,P5
1583,Yew,Taxus baccata,39.9,66.5,5.9,0.64,1,P5
1584,Oak,Quercus robur,20.8,45.9,7.3,0.7,1,P5
1585,Fir,Abies alba,26.9,64.4,4.4,0.42,1,P5
1586,Willow,Salix alba,22.1,40.3,8.1,0.47,1,P5
1587,Magnolia,Magnolia grandiflora,25.5,62.7,4.8,0.6,1,P5
1588,Fir,Abies alba,23.3,54.2,5.0,0.42,1,P5
1589,Maple,Acer saccharum,34.1,74.3,11.8,0.71,1,P5
1590,Locust,Robinia pseudoacacia,27.1,50.2,6.1,0.69,1,P5
1591,Pine,Pinus sylvestris,38.2,83.8,12.5,0.45,1,P5
1592,Maple,Acer saccharum,22.6,53.2,3.2,0.71,1,P5
1593,Cypress,Cupressus sempervirens,30.6,43.1,4.5,0.47,1,P5
1594,Cedar,Cedrus libani,28.5,59.1,9.7,0.56,1,P5
1595,Redwood,Sequoia sempervirens,25.9,43.7,4.1,0.48,1,P5
1596,Larch,Larix decidua,27.9,42.4,4.7,0.59,1,P5
1597,Yew,Taxus baccata,21.6,47.1,5.0,0.64,1,P5
1598,Beech,Fagus sylvatica,33.6,87.1,11.7,0.67,1,P5
1599,Cherry,Prunus avium,44.8,59.7,16.6,0.72,1,P5
1600,Birch,Betula pendula,26.4,41.1,11.1,0.67,1,P5
1601,Larch,Larix decidua,20.1,41.7,6.6,0.59,1,P5
1602,Larch,Larix decidua,27.3,42.9,7.7,0.59,1,P5
1603,Walnut,Juglans regia,24.9,42.8,6.1,0.61,1,P5
1604,Oak,Quercus robur,28.7,51.4,3.9,0.7,1,P5
1605,Hemlock,Tsuga canadensis,33.8,72.4,11.6,0.45,1,P5
1606,Poplar,Populus tremula,20.9,51.5,3.5,0.42,1,P5
1607,Cherry,Prunus avium,46.6,95.9,9.8,0.72,1,P5
1608,Yew,Taxus baccata,24.9,60.7,9.1,0.64,1,P5
1609,Poplar,Populus tremula,38.7,68.5,9.5,0.42,1,P5
1610,Locust,Robinia pseudoacacia,24.5,50.2,10.9,0.69,1,P5
1611,Hemlock,Tsuga canadensis,32.2,61.9,7.2,0.45,1,P5
1612,Beech,Fagus sylvatica,32.4,55.4,5.3,0.67,1,P5
1613,Cedar,Cedrus libani,22.3,65.1,3.8,0.56,1,P5
1614,Spruce,Picea abies,22.6,54.9,6.1,0.43,1,P5
1615,Yew,Taxus baccata,26.4,53.1,3.9,0.64,1,P5
1616,Beech,Fagus sylvatica,34.1,68.3,11.0,0.67,1,P5
1617,Pine,Pinus sylvestris,27.3,43.3,6.1,0.45,1,P5
1618,Pine,Pinus sylvestris,28.2,53.8,7.8,0.45,1,P5
1619,Willow,Salix alba,27.2,70.6,6.0,0.47,1,P5
1620,Magnolia,Magnolia grandiflora,20.4,40.7,4.4,0.6,1,P5
1621,Spruce,Picea abies,26.5,56.4,3.2,0.43,1,P5
1622,Redwood,Sequoia sempervirens,53.6,98.3,16.9,0.48,1,P5
1623,Cherry,Prunus avium,23.1,60.4,6.6,0.72,1,P5
1624,Locust,Robinia pseudoacacia,31.4,70.6,9.3,0.69,1,P5
1625,Maple,Acer saccharum,20.5,52.7,4.3,0.71,1,P5
1626,Larch,Larix decidua,20.1,48.7,5.7,0.59,1,P5
1627,Redwood,Sequoia sempervirens,32.3,46.2,4.7,0.48,1,P5
1628,Fir,Abies alba,36.6,81.1,7.5,0.42,1,P5
1629,Oak,Quercus robur,25.2,41.3,4.3,0.7,1,P5
1630,Willow,Salix alba,24.9,59.1,7.6,0.47,1,P5
1631,Cypress,Cupressus sempervirens,35.7,82.9,13.4,0.47,1,P5
1632,Birch,Betula pendula,27.4,45.2,5.0,0.67,1,P5
1633,Fir,Abies alba,31.7,49.8,12.5,0.42,1,P5
1634,Maple,Acer saccharum,28.4,72.2,6.1,0.71,1,P5
1635,Fir,Abies alba,22.3,44.7,5.3,0.42,1,P5
1636,Spruce,Picea abies,21.4,51.6,4.8,0.43,1,P5
1637,Magnolia,Magnolia grandiflora,33.3,63.0,9.5,0.6,1,P5
1638,Redwood,Sequoia sempervirens,35.4,63.3,4.8,0.48,1,P5
1639,Oak,Quercus robur,33.6,58.9,3.8,0.7,1,P5
1640,Yew,Taxus baccata,23.6,47.8,5.1,0.64,1,P5
1641,Locust,Robinia pseudoacacia,35.9,55.1,8.1,0.69,1,P5
1642,Ash,Fraxinus excelsior,23.7,51.5,4.8,0.67,1,P5
1643,Magnolia,Magnolia grandiflora,38.1,59.7,11.2,0.6,1,P5
1644,Walnut,Juglans regia,34.9,60.4,10.4,0.61,1,P5
1645,Cedar,Cedrus libani,27.7,66.1,8.0,0.56,1,P5
1646,Fir,Abies alba,26.5,40.1,7.6,0.42,1,P5
1647,Birch,Betula pendula,39.6,78.9,9.4,0.67,1,P5
1648,Walnut,Juglans regia,32.6,51.7,10.0,0.61,1,P5
1649,Locust,Robinia pseudoacacia,28.3,63.3,6.2,0.69,1,P5
1650,Pine,Pinus sylvestris,20.4,56.6,3.3,0.45,1,P5
1651,Yew,Taxus baccata,43.8,71.6,12.9,0.64,1,P5
1652,Locust,Robinia pseudoacacia,23.2,40.3,3.9,0.69,1,P5
1653,Hemlock,Tsuga canadensis,38.0,57.0,9.1,0.45,1,P5
1654,Cypress,Cupressus sempervirens,28.7,41.5,7.8,0.47,1,P5
1655,Ash,Fraxinus excelsior,25.0,50.1,9.3,0.67,1,P5
1656,Beech,Fagus sylvatica,30.3,78.3,9.7,0.67,1,P5
1657,Spruce,Picea abies,26.9,55.7,7.0,0.43,1,P5
1658,Locust,Robinia pseudoacacia,23.4,53.6,5.1,0.69,1,P5
1659,Cypress,Cupressus sempervirens,26.6,50.5,9.3,0.47,1,P5
1660,Poplar,Populus tremula,42.1,70.9,10.9,0.42,1,P5
1661,Beech,Fagus sylvatica,26.6,67.6,7.0,0.67,1,P5
1662,Redwood,Sequoia sempervirens,22.5,52.8,4.8,0.48,1,P5
1663,Redwood,Sequoia sempervirens,20.2,63.5,5.0,0.48,1,P5
1664,Walnut,Juglans regia,32.2,70.1,12.2,0.61,1,P5
1665,Birch,Betula pendula,28.6,40.4,7.8,0.67,1,P5
1666,Locust,Robinia pseudoacacia,30.0,41.0,3.8,0.69,1,P5
1667,Cherry,Prunus avium,26.3,66.8,7.6,0.72,1,P5
1668,Cypress,Cupressus sempervirens,25.9,47.3,12.5,0.47,1,P5
1669,Willow,Salix alba,22.2,45.9,8.7,0.47,1,P5
1670,Willow,Salix alba,36.6,63.7,10.9,0.47,1,P5
1671,Spruce,Picea abies,24.1,45.8,6.6,0.43,1,P5
1672,Birch,Betula pendula,23.7,48.8,13.0,0.67,1,P5
1673,Beech,Fagus sylvatica,24.9,44.0,5.1,0.67,1,P5
1674,Larch,Larix decidua,28.5,49.5,5.5,0.59,1,P5
1675,Beech,Fagus sylvatica,27.1,73.4,3.9,0.67,1,P5
1676,Cherry,Prunus avium,31.5,58.2,11.8,0.72,1,P5
1677,Walnut,Juglans regia,20.1,65.1,9.1,0.61,1,P5
1678,Locust,Robinia pseudoacacia,23.8,42.4,7.5,0.69,1,P5
1679,Spruce,Picea abies,25.1,47.8,5.0,0.43,1,P5
1680,Larch,Larix decidua,31.9,57.8,11.6,0.59,1,P5
